数据集,变量一,变量二,Spearman相关系数,P值,样本数
男胎,Y染色体浓度,被过滤掉读段数的比例,0.0860377141892331,0.004624537062341289,1082
男胎,Y染色体浓度,13号染色体的Z值,-0.0766495253719725,0.011666035877230875,1082
男胎,Y染色体浓度,18号染色体的Z值,-0.178162993178759,3.6141440996209757e-09,1082
男胎,Y染色体浓度,21号染色体的Z值,0.033535402723624305,0.27040050376419306,1082
男胎,Y染色体浓度,X染色体的Z值,-0.05589144422773659,0.06609308686476723,1082
男胎,Y染色体浓度,Y染色体的Z值,0.11345519028785761,0.0001842136178490365,1082
男胎,Y染色体浓度,Y染色体浓度,1.0,0.0,1082
男胎,Y染色体浓度,X染色体浓度,0.47444615496407244,7.95211590309784e-62,1082
男胎,X染色体浓度,年龄,-0.020601503098962963,0.49843792128992953,1082
男胎,X染色体浓度,身高,-0.024373171213591498,0.42317927791891435,1082
男胎,X染色体浓度,体重,-0.044950812033337485,0.1395043146959882,1082
男胎,X染色体浓度,BMI_calc,-0.05619609554647204,0.06462766034163275,1082
男胎,X染色体浓度,孕周_连续值,0.14099264138942993,3.22891978340502e-06,1082
男胎,X染色体浓度,检测抽血次数,0.16232270589554276,7.922803621853879e-08,1082
男胎,X染色体浓度,原始读段数,-0.019426097000080727,0.5232659407902902,1082
男胎,X染色体浓度,在参考基因组上比对的比例,-0.020252241872622628,0.505749422729582,1082
男胎,X染色体浓度,重复读段的比例,0.08595428311584943,0.004664560815545749,1082
男胎,X染色体浓度,唯一比对的读段数,-0.07838310503996297,0.009899943259348882,1082
男胎,X染色体浓度,GC含量,0.039604310109710876,0.19300531003679514,1082
男胎,X染色体浓度,被过滤掉读段数的比例,-0.00011181772166278916,0.997068694576241,1082
男胎,X染色体浓度,13号染色体的Z值,-0.1996945382549305,3.40308535014476e-11,1082
男胎,X染色体浓度,18号染色体的Z值,-0.18513769639322505,8.464864397074338e-10,1082
男胎,X染色体浓度,21号染色体的Z值,-0.048796506292777105,0.10866967787664396,1082
男胎,X染色体浓度,X染色体的Z值,-0.28268011225311307,2.5014582492252852e-21,1082
男胎,X染色体浓度,Y染色体的Z值,-0.16099153875627006,1.013629570782541e-07,1082
男胎,X染色体浓度,Y染色体浓度,0.47444615496407244,7.95211590309784e-62,1082
男胎,X染色体浓度,X染色体浓度,1.0,0.0,1082
